eval,a_median,a_q25,a_q75,b_median,b_q25,b_q75,c_median,c_q25,c_q75,d_median,d_q25,d_q75
87,29.610125685712767,27.97367334740714,31.239924720814233,30.21683632195341,28.23317094185455,30.82812503675944,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
88,29.54805227521179,27.97367334740714,31.239924720814233,30.21683632195341,28.23317094185455,30.82812503675944,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
89,29.54805227521179,27.573160224459855,31.078049151299712,30.21683632195341,28.23317094185455,30.82812503675944,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
90,29.436251366000636,27.214182805508294,30.937935974698185,30.21683632195341,28.23317094185455,30.82812503675944,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
91,29.436251366000636,27.214182805508294,30.937935974698185,30.13126585707232,28.167088112562247,30.76011249641835,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
92,29.436251366000636,27.214182805508294,30.937935974698185,30.016794711246824,28.167088112562247,30.643805759259642,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
93,29.436251366000636,27.214182805508294,30.937935974698185,30.016794711246824,28.167088112562247,30.643805759259642,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
94,29.436251366000636,27.214182805508294,30.937935974698185,30.016794711246824,28.167088112562247,30.643805759259642,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
95,29.436251366000636,27.214182805508294,30.937935974698185,30.016794711246824,28.14564433840149,30.643805759259642,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
96,29.436251366000636,27.214182805508294,30.804998439452547,30.016794711246824,28.14564433840149,30.643805759259642,29.20928801562308,27.343033333786245,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
97,29.436251366000636,27.10454188859125,30.804998439452547,30.016794711246824,28.14564433840149,30.643805759259642,29.20928801562308,27.25277321009144,30.364476768496857,28.22883954738966,27.381619684376822,29.212501973345837
98,29.171470079445875,26.986853298669747,30.804998439452547,30.016794711246824,28.14564433840149,30.643805759259642,29.20928801562308,27.25277321009144,30.15809660777992,28.22883954738966,27.381619684376822,29.127251003911283
99,29.171470079445875,26.986853298669747,30.804998439452547,30.016794711246824,28.14564433840149,30.643805759259642,29.20928801562308,27.25277321009144,30.15809660777992,28.22883954738966,27.381619684376822,29.127251003911283
100,29.171470079445875,26.9144701524802,30.804998439452547,30.016794711246824,28.14564433840149,30.643805759259642,28.819151657253066,27.25277321009144,29.964299859756863,28.22883954738966,27.381619684376822,29.127251003911283
101,29.171470079445875,26.9144701524802,30.804998439452547,30.016794711246824,28.14564433840149,30.643805759259642,28.469825914922275,26.896694644705953,29.964299859756863,28.22883954738966,27.381619684376822,29.127251003911283
102,29.171470079445875,26.9144701524802,30.804998439452547,30.016794711246824,28.14564433840149,30.508532340679555,28.349199368414084,26.896694644705953,29.83476737622378,28.22883954738966,27.381619684376822,29.127251003911283
103,29.171470079445875,26.9144701524802,30.804998439452547,30.016794711246824,28.14564433840149,30.508532340679555,28.349199368414084,26.896694644705953,29.83476737622378,28.22883954738966,27.016281023414056,29.127251003911283
104,29.171470079445875,26.339851619252947,30.804998439452547,30.016794711246824,28.14564433840149,30.508532340679555,28.349199368414084,26.896694644705953,29.83476737622378,28.22883954738966,27.016281023414056,29.127251003911283
105,29.171470079445875,26.339851619252947,30.804998439452547,30.016794711246824,28.14564433840149,30.508532340679555,28.349199368414084,26.896694644705953,29.83476737622378,28.22883954738966,27.016281023414056,29.127251003911283
106,29.171470079445875,26.339851619252947,30.804998439452547,29.901342482162985,28.14564433840149,30.485312226548512,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
107,29.171470079445875,26.339851619252947,30.804998439452547,29.901342482162985,28.14564433840149,30.485312226548512,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
108,29.171470079445875,26.339851619252947,30.804998439452547,29.901342482162985,28.14564433840149,30.485312226548512,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
109,29.171470079445875,26.339851619252947,30.804998439452547,29.620891925900928,27.987517103033923,30.412833733403136,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
110,29.171470079445875,26.314126152740137,30.804998439452547,29.620891925900928,27.383905500861218,30.412833733403136,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
111,29.171470079445875,26.25561121155961,30.804998439452547,29.41354234349595,27.351308928817517,30.412833733403136,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
112,29.171470079445875,26.25561121155961,30.804998439452547,29.41354234349595,27.351308928817517,30.412833733403136,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
113,29.171470079445875,26.25561121155961,30.804998439452547,29.41354234349595,27.351308928817517,30.412833733403136,28.349199368414084,26.896694644705953,29.83476737622378,28.181645321694845,26.966919523146146,29.127251003911283
114,29.171470079445875,26.25561121155961,30.804998439452547,29.41354234349595,27.351308928817517,30.412833733403136,28.255989806732188,26.896694644705953,29.48229279212708,28.181645321694845,26.966919523146146,29.127251003911283
115,29.069465360968493,26.25561121155961,30.804998439452547,29.41354234349595,27.351308928817517,30.412833733403136,28.255989806732188,26.896694644705953,29.48229279212708,28.181645321694845,26.966919523146146,29.127251003911283
116,29.069465360968493,26.25561121155961,30.804998439452547,29.41354234349595,27.351308928817517,30.412833733403136,28.255989806732188,26.896694644705953,29.48229279212708,28.14035202719407,26.859592994440238,29.127251003911283
